,Short_Ticker,Name,Sector
449,BIP,Brookfield Infrastructure Partners LP,Utilities
450,BIP-A,Brookfield Infrastructure Partners L.P.,Asda store workers win equal pay fight in Supreme Court
451,BIP-B,Brookfield Infrastructure Partners L.P.,Asda store workers win equal pay fight in Supreme Court
452,BIPC,Brookfield Infrastructure Partners LP Cl,Utilities
453,BIT,Blackrock Multi-Sector Income T,Financial Services
454,BIT.U,Bite Acquisition Corp [Bite.U],Asda store workers win equal pay fight in Supreme Court
455,BJ,Bj's Wholesale Club Holdings Inc,Consumer Defensive
456,BK,Bank of New York Mellon Corp,Financial Services
457,BKD,Brookdale Senior Living Inc,Healthcare
458,BKE,Buckle Inc,Consumer Cyclical
459,BKH,Black Hills Corp,Utilities
460,BKI,Black Knight Inc,Technology
461,BKN,Blackrock Investment Quality Municipal,Financial Services
462,BKR,Baker Hughes A Ge CO Cl A,Energy
463,BKT,Blackrock Income Trust Inc,Financial Services
464,BKU,BankUnited Inc,Financial Services
465,BLD,Topbuild Corp,Industrials
466,BLE,Blackrock Muni Income Trust II,Financial Services
467,BLK,Blackrock Inc,Financial Services
468,BLL,Ball Corp,Consumer Cyclical
469,BLU.U,Blueriver Acquisition Corp [Blua.U],Asda store workers win equal pay fight in Supreme Court
470,BLU.W,Blueriver Acquisition Corp WT [Blua/W],Asda store workers win equal pay fight in Supreme Court
471,BLUA,Blueriver Acquisition Corp Cl A,Financial Services
472,BLW,Blackrock Ltd Duration Income Trust,Financial Services
473,BLX,Banco Latinoamericano DE Comercio,Financial Services
474,BMA,Banco Macro S.A.,Financial Services
475,BME,Blackrock Health Sciences Trust,Financial Services
476,BMEZ,Blackrock Health Sciences Trust II,
477,BMI,Badger Meter,Industrials
478,BML-G,Bank of America Corp [Bml/Pg],Asda store workers win equal pay fight in Supreme Court
479,BML-H,Bank of America Corp [Bml/Ph],Asda store workers win equal pay fight in Supreme Court
480,BML-J,Bank of America Corp [Bml/Pj],Asda store workers win equal pay fight in Supreme Court
481,BML-L,Bank of America Corp [Bml/Pl],Asda store workers win equal pay fight in Supreme Court
482,BMO,Bank of Montreal,Financial Services
483,BMY,Bristol-Myers Squibb Company,Healthcare
484,BNED,Barnes & Noble Education Inc C,Consumer Cyclical
485,BNL,Broadstone Net Lease Inc Cl A,Real Estate
486,BNS,Bank of Nova Scotia,Financial Services
487,BNY,Blackrock New York Muni Trust Inc,Financial Services
488,BOA.S,Boa Acquisition Corp Unit 1 [Boas.U],Asda store workers win equal pay fight in Supreme Court
489,BOA.U,Bluescape Opportunities Acquisition,Asda store workers win equal pay fight in Supreme Court
490,BOA.W,Bluescape Opportunities Acquisition,Asda store workers win equal pay fight in Supreme Court
491,BOAC,Bluescape Opportunities Acquisition Cl A,Financial Services
492,BOE,Blackrock Global,Financial Services
493,BOH,Bank of Hawaii Corp,Financial Services
494,BOOT,Boot Barn Holdings Inc,Consumer Cyclical
495,BORR,Borr Drilling Ltd,Energy
496,BOX,Box Inc,Technology
497,BP,BP Plc,Energy
498,BPMP,BP Midstream Partners LP,Energy
499,BPT,BP Prudhoe Bay Royalty Trust,Energy
500,BQ,Boqii Holding Limited ADR,Consumer Cyclical
501,BR,Broadridge Financial Solutions Llc,Technology
502,BRBR,Bellring Brands Inc Cl A,Consumer Defensive
503,BRC,Brady Corp,Industrials
504,BRFS,Brf-Brasil Foods S.A.,Consumer Defensive
505,BRK.A,Berkshire Hathaway Cl A,
506,BRK.B,Berkshire Hathaway Cl B,
507,BRMK,Broadmark Realty Capital Inc,Real Estate
508,BRO,Brown & Brown,Financial Services
509,BRT,BRT Realty Trust,Real Estate
510,BRX,Brixmor Property Group Inc,Real Estate
511,BSA,Brightsphere Investment Group Plc,
512,BSAC,Banco Santander Chile ADR,Financial Services
513,BSBR,Banco Santander Brasil S.A.,Financial Services
514,BSD,Blackrock Strategic Muni Trust Inc,Financial Services
515,BSE,Blackrock New York Muni Income Trust,Financial Services
516,BSIG,Brightsphere Investment Group Plc,Financial Services
517,BSL,Blackstone Gso Senior Floating Rate,Financial Services
518,BSM,Black Stone Minerals LP,Energy
519,BSMX,Grupo Financiero Santander Mexico,Financial Services
520,BSN,Broadstone Acquisition Corp Cl A,Financial Services
521,BSN.U,Broadstone Acquisition Corp Cl A [Bsn.U],Asda store workers win equal pay fight in Supreme Court
522,BSN.W,Broadstone Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
523,BST,Blackrock Science and Technolo,Financial Services
524,BSTZ,Blackrock Science and Technology Trust,
525,BSX,Boston Scientific Corp,
526,BSX-A,Boston Scientific Corp,Asda store workers win equal pay fight in Supreme Court
527,BTA,Blackrock Long-Term Muni Advantage Trust,Financial Services
528,BTI,British American Tobacco Industries,Consumer Defensive
529,BTO,John Hancock Bank and Thrift Fund,Financial Services
530,BTT,Blackrock Municipal Target Term,Financial Services
531,BTU,Peabody Energy Corp,Energy
532,BTZ,Blackrock Preferred,Financial Services
533,BUD,Anheuser-Busch Inbev S.A.,Consumer Defensive
534,BUI,Blackrock Utility and Infrastr,Financial Services
535,BUR,Burford Capital Limited,Financial Services
536,BURL,Burlington Stores Inc,Consumer Cyclical
537,BV,Brightview Holdings Inc,Industrials
538,BVH,Bluegreen Vacations Hldg Corp,Consumer Cyclical
539,BVN,Compania Mina Buenaventura S.A.,Basic Materials
540,BW,Babcock & Wilcox Enterprises,Industrials
541,BWA,Borgwarner Inc,Consumer Cyclical
542,BWG,Legg Mason Bw Global Income,Financial Services
543,BWSN,Babcock & Wilcox Enterprises Inc,
544,BWXT,Bwx Technologies Inc,Industrials
545,BX,The Blackstone Group LP,Financial Services
546,BXC,Bluelinx Holdings Inc,Industrials
547,BXG,Bluegreen Vacations Corp,Consumer Cyclical
548,BXMT,Blackstone Mortgage Trust Inc Cl A,Real Estate
549,BXMX,Nuveen Equity Premium,Financial Services
550,BXP,Boston Properties,Real Estate
551,BXP-B,Boston Properties Inc [Bxp/Pb],Asda store workers win equal pay fight in Supreme Court
552,BXS,Bancorpsouth Inc,Financial Services
553,BXS-A,Bancorpsouth Bank 5.50% Prf Perpetual,Asda store workers win equal pay fight in Supreme Court
554,BY,Byline Bancorp Inc,Financial Services
555,BYD,Boyd Gaming Corp,Consumer Cyclical
556,BYM,Blackrock Muni Income Quality Trust,Financial Services
557,BZH,Beazer Homes USA,Consumer Cyclical
558,BZM,Blackrock Maryland Muni Trust,Financial Services
559,C,Citigroup Inc,Financial Services
560,C-J,Citigroup Inc [C/Pj],Asda store workers win equal pay fight in Supreme Court
561,C-K,Citigroup Inc [C/Pk],Asda store workers win equal pay fight in Supreme Court
562,C-N,Citigroup Cap XiII [C/Pn],Asda store workers win equal pay fight in Supreme Court
563,CAAP,Corporacion America Airports Sa,Industrials
564,CABO,Cable One Inc,Communication Services
565,CACI,Caci International,Technology
566,CADE,Cadence Bancorp Cl A,Financial Services
567,CAE,Cae Inc,Industrials
568,CAF,Morgan Stanley China A Share Fund Inc,Financial Services
569,CAG,Conagra Brands Inc,Consumer Defensive
570,CAH,Cardinal Health,Healthcare
571,CAI,Cai International,Industrials
572,CAI-A,Cai International Inc [Cai/Pa],Asda store workers win equal pay fight in Supreme Court
573,CAI-B,Cai International Inc [Cai/Pb],Asda store workers win equal pay fight in Supreme Court
574,CAJ,Canon Inc,Technology
575,CAL,Caleres Inc,Consumer Cyclical
576,CALX,Calix Inc,Technology
577,CANG,Cango Inc ADR,Communication Services
578,CAP,Capitol Investment Corp V Cl A,Financial Services
579,CAP.U,Capitol Investment Corp V Units,Asda store workers win equal pay fight in Supreme Court
580,CAP.W,Capitol Investment Corp V WT,Asda store workers win equal pay fight in Supreme Court
581,CAPL,Crossamerica Partners LP,Energy
582,CARR,Carrier Global Corp,Industrials
583,CARS,Cars.com Inc,Consumer Cyclical
584,CAS,Cascade Acquisition Corp Cl A,Financial Services
585,CAS.U,Cascade Acquisition Corp Units,Asda store workers win equal pay fight in Supreme Court
586,CAS.W,Cascade Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
587,CAT,Caterpillar Inc,Industrials
588,CATO,Cato Corp,Consumer Cyclical
589,CB,Chubb Ltd,Financial Services
590,CBA.U,CBRE Acquisition Hldgs Inc Sail [Cbah.U],Asda store workers win equal pay fight in Supreme Court
591,CBA.W,CBRE Acquisition Hldgs Inc [Cbah/W],Asda store workers win equal pay fight in Supreme Court
592,CBAH,CBRE Acquisition Holdings Inc Cl A,Financial Services
593,CBB,Cincinnati Bell Inc,Communication Services
594,CBB-B,Cincinnati Bell Inc [Cbb/Pb],Asda store workers win equal pay fight in Supreme Court
595,CBD,Companhia Brasileira DE Distribuicao,Consumer Cyclical
596,CBD.P,Cia Brasileira Distr[Pao DE Acucar] Spon,
597,CBH,Allianzgi Convertible Income 2024 Target,Financial Services
598,CBRE,CBRE Group Inc,Real Estate
599,CBT,Cabot Corp,Basic Materials
600,CBU,Community Bank System,Financial Services
601,CBZ,Cbiz Inc,Industrials
602,CC,Chemours Company,Basic Materials
603,CCA.U,Citic Capital Acquisition [Ccac.U],Asda store workers win equal pay fight in Supreme Court
604,CCA.W,Citic Capital Acquisition [Ccac/W],Asda store workers win equal pay fight in Supreme Court
605,CCAC,Citic Capital Acquisition Corp Cl A,Financial Services
606,CCEP,Coca Cola European Partners,Consumer Defensive
607,CCI,Crown Castle International Corp,Real Estate
608,CCI.U,Churchill Capital IV Units [Cciv.U],Asda store workers win equal pay fight in Supreme Court
609,CCI.W,Churchill Capital IV WT [Cciv/W],Asda store workers win equal pay fight in Supreme Court
610,CCIV,Churchill Capital IV [Lucid Motors],Financial Services
611,CCJ,Cameco Corp,Energy
612,CCK,Crown Cork & Seal Company,Consumer Cyclical
613,CCL,Carnival Corp,Consumer Cyclical
614,CCM,Concord Medical Services,Healthcare
615,CCO,Clear Channel Outdoor Holdings,Communication Services
616,CCS,Century Communities Inc,Consumer Cyclical
617,CCU,Compania Cervecerias Unidas S.A.,Consumer Defensive
618,CCV,Churchill Capital V Cl A,Financial Services
619,CCV.S,Churchill Capital Corp VI [Ccvi.U],Asda store workers win equal pay fight in Supreme Court
620,CCV.U,Churchill Capital Corp V [Ccv.U],Asda store workers win equal pay fight in Supreme Court
621,CCV.W,Churchill Capital V WT [Ccv/W],Asda store workers win equal pay fight in Supreme Court
622,CCX,Churchill Capital II Cl A,Financial Services
623,CCX.U,Churchill Capital II [Ccx.U],Asda store workers win equal pay fight in Supreme Court
624,CCX.W,Churchill Capital II WT [Ccx/W],Asda store workers win equal pay fight in Supreme Court
625,CCZ,Comcast Corp,
626,CDAY,Ceridian Hcm Holding Inc,Technology
627,CDE,Coeur Mining Inc,Basic Materials
628,CDR,Cedar Realty Trust Inc,Real Estate
629,CDR-B,Cedar Realty Trust Inc [Cdr/Pb],Asda store workers win equal pay fight in Supreme Court
630,CDR-C,Cedar Realty Trust Inc [Cdr/Pc],Asda store workers win equal pay fight in Supreme Court
631,CE,Celanese Corp,Basic Materials
632,CEA,China Eastern Airlines Corp Ltd,Industrials
633,CEE,Central Europe and Russia Fund,Financial Services
634,CEIX,Consol Energy Inc,Energy
635,CEL.P,Bristol Myers Squibb CO [Celg/R],
636,CELP,Cypress Energy Partners LP,Energy
637,CEM,Clearbridge Energy MLP Fund Inc,Financial Services
638,CEN,Center Coast MLP & Infrastructure,Financial Services
639,CEO,Cnooc Ltd,
640,CEPU,Central Puerto S.A. ADR,Utilities
641,CEQ.P,Crestwood Equity Partners LP [Ceqp/P],Asda store workers win equal pay fight in Supreme Court
642,CEQP,Crestwood Equity Partners LP,Energy
643,CF,Cf Industries Holdings,Basic Materials
644,CFG,Citizens Financial Group Inc/Ri,Financial Services
645,CFG-D,RBS Citizens Finl Group Inc [Cfg/Pd],Asda store workers win equal pay fight in Supreme Court
646,CFG-E,Citizens Financial Group Inc Prf,Asda store workers win equal pay fight in Supreme Court
647,CFR,Cullen/Frost Bankers,Financial Services
648,CFR-B,Cullen/Frost Bankers Inc,Asda store workers win equal pay fight in Supreme Court
649,CFX,Colfax Corp,Industrials
650,CFXA,Colfax Corp Tangible Equity Unit,Industrials
651,CGA,China Green Agriculture,Basic Materials
652,CHA.S,Catcha Investment Corp [Chaa.U],Asda store workers win equal pay fight in Supreme Court
653,CHA.U,Catcha Investment Corp [Chaa.U],Asda store workers win equal pay fight in Supreme Court
654,CHCT,Community Healthcare Trust Inc,Real Estate
655,CHD,Church & Dwight Company,Consumer Defensive
656,CHE,Chemed Inc,Healthcare
657,CHGG,Chegg Inc,Consumer Defensive
658,CHH,Choice Hotels International,Consumer Cyclical
659,CHM-A,Cherry Hill Mtg Invt Corp [Chmi/Pa],Asda store workers win equal pay fight in Supreme Court
660,CHM-B,Cherry Hill Mtg Invt Corp [Chmi/Pb],Asda store workers win equal pay fight in Supreme Court
661,CHMI,Cherry Hill Mortgage Investmen,Real Estate
662,CHN,China Fund,Financial Services
663,CHP.W,Chargepoint Hldgs Inc WT,Asda store workers win equal pay fight in Supreme Court
664,CHPT,Chargepoint Hldgs Inc,Consumer Cyclical
665,CHRA,Charah Solutions Inc,Industrials
666,CHS,Chico's Fas,Consumer Cyclical
667,CHT,Chunghwa Telecom CO Ltd,Communication Services
668,CHWY,Chewy Inc,Consumer Cyclical
669,CI,Cigna Corp,Healthcare
670,CIA,Citizens Inc,Financial Services
671,CIB,Bancolombia S.A.,Financial Services
672,CIEN,Ciena Corp,Technology
673,CIF,Colonial Intermediate High,Financial Services
674,CIG,Comp En DE MN Cemig ADR,Utilities
675,CIG.C,Comp En DE MN Cemig ADR Cl C,Asda store workers win equal pay fight in Supreme Court
676,CII,Blackrock Capital and Income Strategies,Financial Services
677,CIM,Chimera Investment Corp,Real Estate
678,CIM-A,Chimera Invt Corp [Cim/Pa],Asda store workers win equal pay fight in Supreme Court
679,CIM-B,Chimera Invt Corp [Cim/Pb],Asda store workers win equal pay fight in Supreme Court
680,CIM-C,Chimera Invt Corp [Cim/Pc],Asda store workers win equal pay fight in Supreme Court
681,CIM-D,Chimera Invt Corp [Cim/Pd],Asda store workers win equal pay fight in Supreme Court
682,CINR,Ciner Resources LP,Basic Materials
683,CIO,City Office REIT Inc,Real Estate
684,CIO-A,City Office REIT Inc [Cio/Pa],Asda store workers win equal pay fight in Supreme Court
685,CIR,Circor International,Industrials
686,CIT,Cit Group Inc,Financial Services
687,CIT-B,Cit Group Inc 5.625% Prf Perpetual USD,Asda store workers win equal pay fight in Supreme Court
688,CIXX,CI Financial Corp OR,Financial Services
689,CKH,Seacor Smit Inc,Energy
690,CL,Colgate-Palmolive Company,Consumer Defensive
691,CLA,Colonnade Acquisition Corp Cl A,
692,CLA.S,Class Acceleration Corp [Clas.U],Asda store workers win equal pay fight in Supreme Court
693,CLA.T,Class Acceleration Corp WT [Clas/W],Asda store workers win equal pay fight in Supreme Court
694,CLA.U,Colonnade Acquisition Corp Units,Asda store workers win equal pay fight in Supreme Court
695,CLA.W,Colonnade Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
696,CLAS,Class Acceleration Corp Cl A,Financial Services
697,CLB,Core Laboratories N.V.,Energy
698,CLDR,Cloudera Inc,Technology
699,CLDT,Chatham Lodging Trust REIT,Real Estate
700,CLF,Cleveland-Cliffs Inc,Basic Materials
701,CLGX,Corelogic,Technology
702,CLH,Clean Harbors,Industrials
703,CLI,Mack-Cali Realty Corp,Real Estate
704,CLI.S,Climate Real Impact II Acquisition,Asda store workers win equal pay fight in Supreme Court
705,CLI.T,Climate Real Impact II Acquisition WT,Asda store workers win equal pay fight in Supreme Court
706,CLI.U,Climate Real Impact I Acquisition,Asda store workers win equal pay fight in Supreme Court
707,CLI.W,Climate Real Impact I Acquisition,Asda store workers win equal pay fight in Supreme Court
708,CLII,Climate Real Impact I Acquisition Corp,Financial Services
709,CLIM,Climate Real Impact Solutions II,Financial Services
710,CLN-G,Colony Cap Inc [Clny/Pg],Asda store workers win equal pay fight in Supreme Court
711,CLN-H,Colony Cap Inc [Clny/Ph],Asda store workers win equal pay fight in Supreme Court
712,CLN-I,Colony Cap Inc [Clny/Pi],Asda store workers win equal pay fight in Supreme Court
713,CLN-J,Colony Cap Inc [Clny/Pj],Asda store workers win equal pay fight in Supreme Court
714,CLNC,Colony Northstar Credit Real Estate Inc,Real Estate
715,CLNY,Colony Capital Inc,Real Estate
716,CLPR,Clipper Realty Inc,Real Estate
717,CLR,Continental Resources,Energy
718,CLS,Celestica Inc,Technology
719,CLVT,Clarivate Analytics Plc,Technology
720,CLW,Clearwater Paper Corp,Basic Materials
721,CLX,Clorox Company,Consumer Defensive
722,CM,Canadian Imperial Bank of Commerce,Financial Services
723,CMA,Comerica Inc,Financial Services
724,CMC,Commercial Metals Company,Basic Materials
725,CMCM,Cheetah Mobile Inc,Technology
726,CMD,Cantel Medical,Healthcare
727,CMG,Chipotle Mexican Grill,Consumer Cyclical
728,CMI,Cummins Inc,Industrials
729,CMO,Capstead Mortgage Corp,Real Estate
730,CMO-E,Capstead Mtge.Corp [Cmo/Pe],Asda store workers win equal pay fight in Supreme Court
731,CMP,Compass Minerals Intl Inc,Basic Materials
732,CMR-B,Costamare Inc [Cmre/Pb],Asda store workers win equal pay fight in Supreme Court
733,CMR-C,Costamare Inc [Cmre/Pc],Asda store workers win equal pay fight in Supreme Court
734,CMR-D,Costamare Inc [Cmre/Pd],Asda store workers win equal pay fight in Supreme Court
735,CMR-E,Costamare Inc [Cmre/Pe],Asda store workers win equal pay fight in Supreme Court
736,CMRE,Costamare Inc,Industrials
